Center Name,Legal Name,Building,Street,Borough,ZipCode,address,status,street,borough,zip,cb,cwz,latitude,longitude,bbl,Phone,Permit Number,Permit Expiration,Status,Age Range,Maximum Capacity,Day Care ID,Program Type,Facility Type,Child Care Type,Building Identification Number,URL,Date Permitted,Actual,Violation Rate Percent,Average Violation Rate Percent,Total Educational Workers,Average Total Educational Workers,Public Health Hazard Violation Rate,Average Public Health Hazard Violation Rate,Critical Violation Rate,Average Critical Violation Rate,index_age,indextype,index
Rella's Spielhaus,Rella NYC Inc.,50,WEST   97 STREET,MANHATTAN,10025,"50 WEST   97 STREET,MANHATTAN 10025",OK,50 WEST   97 STREET,MANHATTAN,10025,107,MN5,40.793242,-73.966301,1018320043,917-589-6767,105293,1/28/2023,Expired-In Renewal,2 YEARS - 5 YEARS,18,DC36114,PRESCHOOL,GDC,Child Care - Pre School,1055265,,1/28/2021,Y,25,21.905,5,11.9769,25,6.1285,0,18.9541,5,1,17
RELLA'S SPIELHAUS,RELLA NYC INC.,50,"West 97 Street, Suite 1D",MANHATTAN,10025,"50 West 97 Street, Suite 1D,MANHATTAN 10025",OK,50 WEST   97 STREET,MANHATTAN,10025,107,MN5,40.793242,-73.966301,1018320043,646-837-6777,105127,12/27/2021,Expired-In Renewal,0 YEARS - 2 YEARS,20,DC38041,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1055265,RELLASSPIELHAUS.COM,12/27/2019,Y,33.3333,17.4391,5,8.4034,33.3333,4.9984,33.3333,15.3835,6,2,34
Rella's Spielhaus,Rella NYC Inc,50 WEST,97th street,MANHATTAN,10025,"50 WEST 97th street,MANHATTAN 10025",OK,50 WEST   97 STREET,MANHATTAN,10025,107,MN5,40.793242,-73.966301,1018320043,917-589-6767,105364,9/15/2022,Expired-In Renewal,0 YEARS - 16 YEARS,38,DC40329,ALL AGE CAMP,Camp,Camp,1055265,https://www.rellasspielhaus.com/summer-camp-2020,6/4/2021,Y,50,26.8868,0,1,50,14.2558,0,21.8553,7,3,68
"RENA DAY CARE CENTERS, INC.","RENA DAY CARE CENTERS, INC.",639,EDGECOMBE AVENUE,MANHATTAN,10032,"639 EDGECOMBE AVENUE,MANHATTAN 10032",OK,639 EDGECOMBE AVENUE,MANHATTAN,10032,112,MN7,40.837754,-73.936438,1021110058,212-795-3700,4322,3/15/2022,Expired-In Renewal,2 YEARS - 5 YEARS,184,DC3034,PRESCHOOL,GDC,Child Care - Pre School,1062652,,10/29/2003,N,0,21.905,8,11.9769,0,6.1285,0,18.9541,5,1,17
RENAISSANCE VILLAGE LLC.,RENAISSANCE VILLAGE LLC.,220,CABRINI BOULEVARD,MANHATTAN,10033,"220 CABRINI BOULEVARD,MANHATTAN 10033",OK,220 CABRINI BOULEVARD,MANHATTAN,10033,112,MN7,40.854901,-73.93849,1021790274,212-928-7855,7707,2/2/2023,Expired-In Renewal,2 YEARS - 5 YEARS,29,DC16889,PRESCHOOL,GDC,Child Care - Pre School,1064369,WWW.RENVILLAGE.COM,2/2/2007,Y,40,21.905,9,11.9769,0,6.1285,40,18.9541,5,1,17
"RENANIM  MANHATTAN, INC.","RENANIM MANHATTAN, INC.",336,EAST 61 STREET,MANHATTAN,10065,"336 EAST 61 STREET,MANHATTAN 10065",OK,336 EAST   61 STREET,MANHATTAN,10065,108,MN6,40.761273,-73.962061,1014350033,212-750-2266,6482,8/8/2023,Permitted,2 YEARS - 5 YEARS,38,DC2765,PRESCHOOL,GDC,Child Care - Pre School,1044214,www.RenanimManhattanPreschool.com,11/22/2004,N,80,21.905,1,11.9769,0,6.1285,80,18.9541,5,1,17
RENANIM MANHATTAN INC.,RENANIM MANHATTAN INC.,141-29,84TH DRIVE,QUEENS,11435,"141-29 84TH DRIVE,QUEENS 11435",OK,141-29 84 DRIVE,QUEENS,11435,408,QN3,40.710436,-73.815898,4097130150,718-206-4400,83258,3/18/2023,Expired-In Renewal,2 YEARS - 5 YEARS,39,DC32904,PRESCHOOL,GDC,Child Care - Pre School,4539450,Renanimpreschool.com,3/18/2015,Y,83.3333,21.905,4,11.9769,50,6.1285,83.3333,18.9541,5,1,17
"RENANIM MANHATTAN, INC.","RENANIM MANHATTAN, INC.",2975,INDEPENDENCE AVENUE,BRONX,10463,"2975 INDEPENDENCE AVENUE,BRONX 10463",OK,2975 INDEPENDENCE AVENUE,BRONX,10463,208,BX1,40.882892,-73.917344,2057500390,718-601-1300,87977,5/13/2023,Permitted,0 YEARS - 2 YEARS,18,DC32836,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,2100381,renanimpreschool.com,5/13/2015,Y,50,17.4391,6,8.4034,25,4.9984,50,15.3835,6,2,34
RESURRECTION ASCENSION CATHOLIC ACADEMY,BROOKLYN ARCHDIOCESE,85-25,61 ROAD,QUEENS,11374,"85-25 61 ROAD,QUEENS 11374",OK,85-25 61 ROAD,QUEENS,11374,405,QN2,40.7277,-73.872145,4029480012,718-426-7963,,7/11/2115,Active,2 YEARS - 5 YEARS,0,DC2469,PRESCHOOL,SBCC,School Based Child Care,4067988,,,,33.3333,45.1817,11,8.0094,0,23.3017,33.3333,35.2291,5,4,24
RESURRECTION EPISCOPAL DAY SCHOOL,RESURRECTION EPISCOPAL DAY SCHOOL,119,EAST 74 STREET,MANHATTAN,10021,"119 EAST 74 STREET,MANHATTAN 10021",OK,119 EAST   74 STREET,MANHATTAN,10021,108,MN6,40.772095,-73.96207,1014090008,212-535-9666,5839,2/28/2024,Permitted,2 YEARS - 5 YEARS,100,DC2577,PRESCHOOL,GDC,Child Care - Pre School,1043075,www.redsny.org,2/25/2004,N,33.3333,21.905,15,11.9769,33.3333,6.1285,33.3333,18.9541,5,1,17
RICHARD H. MANGUM EARLY LEARNING CENTER,HIGHBRIDGE ADVISORY COUNCIL,383,EAST 162 STREET,BRONX,10451,"383 EAST 162 STREET,BRONX 10451",OK,383 EAST  162 STREET,BRONX,10451,203,BX1,40.824952,-73.913944,2024080052,917-398-5547,59317,3/24/2024,Permitted,2 YEARS - 5 YEARS,90,DC26164,PRESCHOOL,GDC,Child Care - Pre School,2126620,hacfs.org,3/24/2014,Y,50,21.905,16,11.9769,25,6.1285,25,18.9541,5,1,17
Richmond County Day Camp,Richmond County Day Camp Inc.,6581,HYLAN BOULEVARD,STATEN ISLAND,10309,"6581 HYLAN BOULEVARD,STATEN ISLAND 10309",OK,6581 HYLAN BOULEVARD,STATEN IS,10309,503,SI1,40.509084,-74.22093,5076640001,718-761-1492,103732,9/15/2022,Expired-In Renewal,0 YEARS - 16 YEARS,100,DC34139,ALL AGE CAMP,Camp,Camp,5123970,www.rcdaycamp.com,7/21/2016,Y,33.3333,26.8868,0,1,33.3333,14.2558,0,21.8553,7,3,68
RICHMOND UNIVERSITY MEDICAL CENTER,RICHMOND MEDICAL CENTER,16,Osgood  Avenue,STATEN ISLAND,10304,"16 Osgood  Avenue,STATEN ISLAND 10304",OK,16 OSGOOD AVENUE,STATEN IS,10304,501,SI1,40.619032,-74.085304,5006360012,718-420-6138,104701,1/2/2025,Permitted,2 YEARS - 5 YEARS,100,DC37472,PRESCHOOL,GDC,Child Care - Pre School,5016273,,1/2/2019,Y,0,21.905,15,11.9769,0,6.1285,0,18.9541,5,1,17
RICHMOND UNIVERSITY MEDICAL CENTER,RICHMOND MEDICAL CENTER,100,Brighton  Avenue,STATEN ISLAND,10301,"100 Brighton  Avenue,STATEN ISLAND 10301",OK,100 BRIGHTON AVENUE,STATEN IS,10301,501,SI1,40.635858,-74.089441,5001070017,718-816-5168,104699,1/2/2023,Expired-In Renewal,2 YEARS - 5 YEARS,114,DC37469,PRESCHOOL,GDC,Child Care - Pre School,5106538,,1/2/2019,Y,16.6667,21.905,11,11.9769,16.6667,6.1285,0,18.9541,5,1,17
RICHMOND UNIVERSITY MEDICAL CENTER,RICHMOND MEDICAL CENTER,166,Lockman  Avenue,STATEN ISLAND,10303,"166 Lockman  Avenue,STATEN ISLAND 10303",OK,166 LOCKMAN AVENUE,STATEN IS,10303,501,SI1,40.633097,-74.161677,5012450001,718-494-0400,104698,1/2/2025,Permitted,2 YEARS - 5 YEARS,57,DC37487,PRESCHOOL,GDC,Child Care - Pre School,5110121,,1/2/2019,Y,0,21.905,5,11.9769,0,6.1285,0,18.9541,5,1,17
RICHMOND UNIVERSITY MEDICAL CENTER,RICHMOND MEDICAL CENTER,44,DONGAN HILLS AVENUE,STATEN ISLAND,10306,"44 DONGAN HILLS AVENUE,STATEN ISLAND 10306",OK,44 DONGAN HILLS AVENUE,STATEN IS,10306,502,SI1,40.587922,-74.100516,5035320500,718-987-7755,104700,1/2/2025,Permitted,2 YEARS - 5 YEARS,57,DC37044,PRESCHOOL,GDC,Child Care - Pre School,5109568,,1/2/2019,Y,0,21.905,9,11.9769,0,6.1285,0,18.9541,5,1,17
RIDGEWOOD YMCA DAY CAMP,YMCA OF GREATER NEW YORK,69-02,64 STREET,QUEENS,11385,"69-02 64 STREET,QUEENS 11385",OK,69-02 64 STREET,QUEENS,11385,405,QN2,40.704098,-73.893798,4036310006,212-912-2180,46538,9/15/2023,Permitted,0 YEARS - 16 YEARS,82,DC24235,ALL AGE CAMP,Camp,Camp,4088138,www.ymcanyc.org/ridgewood,7/1/2013,N,0,26.8868,0,1,0,14.2558,0,21.8553,7,3,68
RING AROUND THE ROSIE PRE-SCHOOL INC.,"RING AROUND THE ROSIE PRESCHOOL, INC.",7104,13 AVENUE,BROOKLYN,11228,"7104 13 AVENUE,BROOKLYN 11228",OK,7104 13 AVENUE,BROOKLYN,11228,310,BK4,40.622487,-74.005169,3061770039,718-492-7464,6477,11/3/2023,Permitted,2 YEARS - 5 YEARS,20,DC1907,PRESCHOOL,GDC,Child Care - Pre School,3157619,,11/3/2003,N,0,21.905,3,11.9769,0,6.1285,0,18.9541,5,1,17
"RING AROUND THE ROSIE PRESCHOOL,INC.","RING AROUND THE ROSIE PRESCHOOL,INC.",7106,13TH AVENUE,BROOKLYN,11228,"7106 13TH AVENUE,BROOKLYN 11228",OK,7106 13 AVENUE,BROOKLYN,11228,310,BK4,40.622478,-74.005176,3061770040,718-492-7464,7924,9/23/2024,Permitted,2 YEARS - 5 YEARS,29,DC18142,PRESCHOOL,GDC,Child Care - Pre School,3157620,,9/23/2008,Y,0,21.905,7,11.9769,0,6.1285,0,18.9541,5,1,17
RISE UP,SUNSHINE DAYCARE OF EAST HARLEM LLC,1325,FIFTH  AVENUE,MANHATTAN,10029,"1325 FIFTH  AVENUE,MANHATTAN 10029",OK,1325 FIFTH AVENUE,MANHATTAN,10029,111,MN6,40.797706,-73.948608,1016177501,212-444-1177,75937,11/24/2022,Expired-In Renewal,2 YEARS - 5 YEARS,39,DC24679,PRESCHOOL,GDC,Child Care - Pre School,1086046,WWW.SUNSHINENEWYORK.COM,11/24/2014,Y,0,21.905,8,11.9769,0,6.1285,0,18.9541,5,1,17
RISE UP,SUNSHINE LC OF LEXINGTON LLC,1595,LEXINGTON  AVENUE,MANHATTAN,10029,"1595 LEXINGTON  AVENUE,MANHATTAN 10029",OK,1595 LEXINGTON AVENUE,MANHATTAN,10029,111,MN6,40.789291,-73.94842,1016297502,212-444-2026,86497,4/28/2025,Permitted,0 YEARS - 2 YEARS,37,DC26078,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1085680,WWW.SUNSHINENEWYORK.COM,4/28/2015,Y,0,17.4391,16,8.4034,0,4.9984,0,15.3835,6,2,34
RISING GROUND INC.,"RISING GROUND, INC.",1751,PARK AVENUE,MANHATTAN,10035,"1751 PARK AVENUE,MANHATTAN 10035",OK,1751 PARK AVENUE,MANHATTAN,10035,111,MN6,40.802879,-73.940604,1017700072,347-758-9128,96417,9/4/2023,Permitted,2 YEARS - 5 YEARS,89,DC26145,PRESCHOOL,GDC,Child Care - Pre School,1089077,www.leakeandwatts.org,9/4/2015,Y,20,21.905,13,11.9769,0,6.1285,20,18.9541,5,1,17
"RISING GROUND, INC.","RISING GROUND, INC.",450,CASTLE HILL AVENUE,BRONX,10473,"450 CASTLE HILL AVENUE,BRONX 10473",OK,450 CASTLE HILL AVENUE,BRONX,10473,209,BX2,40.815883,-73.847293,2035110030,718-430-7938,5963,9/19/2023,Permitted,2 YEARS - 5 YEARS,122,DC14237,PRESCHOOL,GDC,Child Care - Pre School,2021209,,9/19/2005,N,,,15,11.9769,,,,,5,1,17
RISING STARS ISLAMIC SCHOOL,ISLAMIC CIRCLE OF NORTH AMERICA INC.,166-26,89TH AVENUE,QUEENS,11432,"166-26 89TH AVENUE,QUEENS 11432",OK,166-26 89 AVENUE,QUEENS,11432,412,QN4,40.708137,-73.795172,4097980036,347-796-1199,,5/25/2116,Active,3 YEARS - 5 YEARS,0,DC32261,PRESCHOOL,SBCC,School Based Child Care,4209637,,,,33.3333,45.1817,8,8.0094,33.3333,23.3017,33.3333,35.2291,8,4,136
RISING STARS LEARNING CENTER,CHRISTINA ROMANO,25-38,37 STREET,QUEENS,11103,"25-38 37 STREET,QUEENS 11103",OK,25-38 37 STREET,QUEENS,11103,401,QN1,40.767598,-73.914198,4006520062,917-573-7216,90958,6/23/2023,Permitted,2 YEARS - 5 YEARS,20,DC25732,PRESCHOOL,GDC,Child Care - Pre School,4010111,,6/23/2015,Y,20,21.905,3,11.9769,0,6.1285,20,18.9541,5,1,17
RIVENDELL SCHOOL,RIVENDELL SCHOOL,277,3RD AVENUE,BROOKLYN,11215,"277 3RD AVENUE,BROOKLYN 11215",OK,277 3 AVENUE,BROOKLYN,11215,306,BK2,40.677464,-73.986023,3004480007,718-499-5667,7670,10/31/2024,Permitted,2 YEARS - 5 YEARS,65,DC14520,PRESCHOOL,GDC,Child Care - Pre School,3378430,www.rivendellnyc.org,10/30/2006,Y,40,21.905,18,11.9769,0,6.1285,40,18.9541,5,1,17
RIVER PARK NURSERY SCHOOL,RIVER PARK NURSERY SCHOOL,711,AMSTERDAM AVENUE,MANHATTAN,10025,"711 AMSTERDAM AVENUE,MANHATTAN 10025",OK,711 AMSTERDAM AVENUE,MANHATTAN,10025,107,MN5,40.793032,-73.971097,1012250001,212-663-1205,5634,5/6/2023,Permitted,2 YEARS - 5 YEARS,28,DC2435,PRESCHOOL,GDC,Child Care - Pre School,1032551,www.riverparknurseryschool.com,2/17/2005,N,40,21.905,4,11.9769,0,6.1285,40,18.9541,5,1,17
RIVER SCHOOL WESTSIDE,BRIGHT HORIZONS CHILDREN'S CENTERS LLC,75,West End Ave,MANHATTAN,10023,"75 West End Ave,MANHATTAN 10023",OK,75 WEST END AVENUE,MANHATTAN,10023,107,MN5,40.77422,-73.989237,1011710063,212-707-8300,103833,10/13/2024,Permitted,2 YEARS - 5 YEARS,76,DC34491,PRESCHOOL,GDC,Child Care - Pre School,1088686,WWW.BRIGHTHORIZONS.COM,10/13/2016,Y,16.6667,21.905,16,11.9769,0,6.1285,16.6667,18.9541,5,1,17
RIVER SCHOOL WESTSIDE,BRIGHT HORIZONS CHILDREN'S CENTERS LLC,75,WEST END AVE,MANHATTAN,10023,"75 WEST END AVE,MANHATTAN 10023",OK,75 WEST END AVENUE,MANHATTAN,10023,107,MN5,40.77422,-73.989237,1011710063,212-707-8300,103834,10/13/2024,Permitted,0 YEARS - 2 YEARS,40,DC34498,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1088686,www.brighthorizons.com,10/13/2016,Y,16.6667,17.4391,12,8.4034,0,4.9984,16.6667,15.3835,6,2,34
RIVERDALE COUNTRY KINDERGARTEN,RIVERDALE COUNTRY SCHOOL,4930,PALISADES AVENUE,BRONX,10471,"4930 PALISADES AVENUE,BRONX 10471",OK,4930 PALISADES AVENUE,BRONX,10471,208,BX1,40.898156,-73.913889,2059370380,718-549-7780,,1/23/2115,Active,3 YEARS - 5 YEARS,60,DC1603,PRESCHOOL,SBCC,School Based Child Care,2101950,,,,50,45.1817,20,8.0094,0,23.3017,50,35.2291,8,4,136
RIVERDALE COUNTRY SCHOOL INFANT TODDLER CENTER,RIVERDALE COUNTRY SCHOOL,5250,FIELDSTON ROAD,BRONX,10471,"5250 FIELDSTON ROAD,BRONX 10471",OK,5250 FIELDSTON ROAD,BRONX,10471,208,BX1,40.899908,-73.901432,2058363127,718-549-8810,7180,10/15/2023,Permitted,0 YEARS - 2 YEARS,14,DC873,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,2100872,,3/17/2003,Y,20,17.4391,4,8.4034,0,4.9984,20,15.3835,6,2,34
RIVERDALE NEIGHBORHOOD HOUSE,"RIVERDALE NEIGHBORHOOD HOUSE, INC.",5555,MOSHOLU AVENUE,BRONX,10471,"5555 MOSHOLU AVENUE,BRONX 10471",OK,5555 MOSHOLU AVENUE,BRONX,10471,208,BX1,40.903324,-73.903536,2058501585,718-549-8100,5718,5/28/2024,Permitted,2 YEARS - 5 YEARS,30,DC1811,PRESCHOOL,GDC,Child Care - Pre School,2084807,www.riverdaleonline.org,5/28/2004,N,20,21.905,9,11.9769,0,6.1285,20,18.9541,5,1,17
RIVERDALE NEIGHBORHOOD HOUSE INC.,RIVERDALE NEIGHBORHOOD HOUSE INC.,5521,MOSHOLU AVENUE,BRONX,10471,"5521 MOSHOLU AVENUE,BRONX 10471",OK,5521 MOSHOLU AVENUE,BRONX,10471,208,BX1,40.903039,-73.90375,2058501585,718-549-8100,4504,8/7/2024,Permitted,2 YEARS - 5 YEARS,75,DC1792,PRESCHOOL,GDC,Child Care - Pre School,2119685,www.riverdaleonline.org,8/7/2004,N,20,21.905,4,11.9769,0,6.1285,20,18.9541,5,1,17
RIVERDALE NURSERY SCHOOL AND FAMILY CENTER,RIVERDALE NURSERY SCHOOL AND FAMILY CENTER,3816,WALDO AVENUE,BRONX,10463,"3816 WALDO AVENUE,BRONX 10463",OK,3816 WALDO AVENUE,BRONX,10463,208,BX1,40.887742,-73.90362,2057777501,718-884-3950,7674,1/3/2025,Permitted,2 YEARS - 5 YEARS,63,DC16679,PRESCHOOL,GDC,Child Care - Pre School,2084024,www.rnsfc.org,12/7/2006,Y,50,21.905,13,11.9769,25,6.1285,50,18.9541,5,1,17
RIVERDALE PRESBYTERIAN CHURCH,RIVERDALE PRESBYTERIAN CHURCH,4765,HENRY HUDSON PARKWAY,BRONX,10471,"4765 HENRY HUDSON PARKWAY,BRONX 10471",OK,4765 HENRY HUDSON PARKWAY,BRONX,10471,208,BX1,40.896258,-73.908314,2059120013,718-548-8260,1531,3/2/2023,Expired-In Renewal,2 YEARS - 5 YEARS,60,DC322,PRESCHOOL,GDC,Child Care - Pre School,2087605,www.rpcnurseryschool.com,2/6/2005,N,60,21.905,16,11.9769,40,6.1285,40,18.9541,5,1,17
RIVERDALE TEMPLE,RIVERDALE TEMPLE,4545,INDEPENDENCE AVENUE,BRONX,10471,"4545 INDEPENDENCE AVENUE,BRONX 10471",OK,4545 INDEPENDENCE AVENUE,BRONX,10471,208,BX1,40.891762,-73.912208,2059200456,718-796-0335,1929,1/16/2023,Expired-In Renewal,2 YEARS - 5 YEARS,120,DC248,PRESCHOOL,GDC,Child Care - Pre School,2088698,www.riverdaletemplens.org,1/8/2005,N,66.6667,21.905,25,11.9769,66.6667,6.1285,66.6667,18.9541,5,1,17
RIVERDALE YM/YWHA,YOUNG MEN'S/YOUNG WOMEN'S HEBREW ASSOCIATION OF THE BRONX,5625,ARLINGTON AVENUE,BRONX,10471,"5625 ARLINGTON AVENUE,BRONX 10471",OK,5625 ARLINGTON AVENUE,BRONX,10471,208,BX1,40.905009,-73.907133,2059520374,347-913-4445,5104,3/30/2023,Expired-In Renewal,2 YEARS - 5 YEARS,107,DC1836,PRESCHOOL,GDC,Child Care - Pre School,2086312,riverdaley.org,2/23/2005,N,75,21.905,18,11.9769,25,6.1285,50,18.9541,5,1,17
"RIVERSIDE MONTESSORI, INC.","RIVERSIDE MONTESSORI, INC.",202,RIVERSIDE DRIVE,MANHATTAN,10025,"202 RIVERSIDE DRIVE,MANHATTAN 10025",OK,202 RIVERSIDE DRIVE,MANHATTAN,10025,107,MN5,40.793705,-73.976655,1012520005,212-665-1600,6757,10/22/2023,Permitted,0 YEARS - 2 YEARS,48,DC14262,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1034114,www.twinparks.org,7/16/2005,N,0,17.4391,18,8.4034,0,4.9984,0,15.3835,6,2,34
"RIVERSIDE MONTESSORI, INC.","RIVERSIDE MONTESSORI, INC.",202,RIVERSIDE DRIVE,MANHATTAN,10025,"202 RIVERSIDE DRIVE,MANHATTAN 10025",OK,202 RIVERSIDE DRIVE,MANHATTAN,10025,107,MN5,40.793705,-73.976655,1012520005,212-665-1600,6583,10/24/2023,Permitted,2 YEARS - 5 YEARS,138,DC3072,PRESCHOOL,GDC,Child Care - Pre School,1034114,,8/7/2003,N,20,21.905,15,11.9769,0,6.1285,20,18.9541,5,1,17
RIZE & SHINE CHILDCARE CENTER INC.,RIZE & SHINE CHILDCARE CENTER INC.,512,ROCKAWAY AVENUE,BROOKLYN,11212,"512 ROCKAWAY AVENUE,BROOKLYN 11212",OK,512 ROCKAWAY AVENUE,BROOKLYN,11212,316,BK3,40.66759,-73.910214,3035210071,929-234-6200,47737,7/11/2023,Permitted,2 YEARS - 5 YEARS,23,DC17439,PRESCHOOL,GDC,Child Care - Pre School,3406872,,7/11/2013,Y,0,21.905,8,11.9769,0,6.1285,0,18.9541,5,1,17
ROCHDALE VILLAGE KINDERGARTEN,"ROCHDALE VILLAGE NURSERY SCHOOL,INC.",170-10,130 AVENUE,QUEENS,11434,"170-10 130 AVENUE,QUEENS 11434",OK,170-10 130 AVENUE,QUEENS,11434,412,QN4,40.676601,-73.771517,4124950002,718-723-2224,6844,9/27/2024,Permitted,2 YEARS - 5 YEARS,20,DC1331,PRESCHOOL,GDC,Child Care - Pre School,4436339,,9/27/2004,N,0,21.905,5,11.9769,0,6.1285,0,18.9541,5,1,17
ROCHDALE VILLAGE NURSERY SCHOOL,"ROCHDALE VILLAGE NURSERY SCHOOL,INC",170-30,130 AVENUE,QUEENS,11434,"170-30 130 AVENUE,QUEENS 11434",OK,170-30 130 AVENUE,QUEENS,11434,412,QN4,40.676795,-73.771088,4124950002,718-723-2224,6920,9/27/2024,Permitted,2 YEARS - 5 YEARS,30,DC3088,PRESCHOOL,GDC,Child Care - Pre School,4436341,,10/16/1964,Y,0,21.905,6,11.9769,0,6.1285,0,18.9541,5,1,17
ROCHDALE VILLAGE PRE-SCHOOL,"ROCHDALE VILLAGE NURSERY SCHOOL,INC.",170-20,130 AVENUE,QUEENS,11434,"170-20 130 AVENUE,QUEENS 11434",OK,170-20 130 AVENUE,QUEENS,11434,412,QN4,40.676488,-73.771381,4124950002,718-723-2224,2011,9/27/2024,Permitted,2 YEARS - 5 YEARS,18,DC1332,PRESCHOOL,GDC,Child Care - Pre School,4436340,,2/28/1965,Y,0,21.905,5,11.9769,0,6.1285,0,18.9541,5,1,17
ROCKAWAY YMCA SUMMER CAMP,YMCA OF GREATER NY,207,BEACH 73 STREET,QUEENS,11692,"207 BEACH 73 STREET,QUEENS 11692",OK,207 BEACH   73 STREET,QUEENS,11692,414,QN4,40.589446,-73.801062,4160880100,718-215-6957,71297,9/15/2022,Expired-In Renewal,0 YEARS - 16 YEARS,100,DC31888,ALL AGE CAMP,Camp,Camp,4594499,ymcanyc.org,8/4/2014,N,0,26.8868,0,1,0,14.2558,0,21.8553,7,3,68
RODEPH SHOLOM SCHOOL SUMMER CAMP,CONGREGATION RODEPH SHOLOM,7,WEST 83RD STREET,MANHATTAN,10024,"7 WEST 83RD STREET,MANHATTAN 10024",OK,7 WEST   83 STREET,MANHATTAN,10024,107,MN5,40.78351,-73.971141,1011970020,646-438-8688,67384,9/15/2022,Expired-In Renewal,0 YEARS - 16 YEARS,140,DC31904,ALL AGE CAMP,Camp,Camp,1031230,www.rodephsholomschool.org,6/20/2014,N,100,26.8868,0,1,50,14.2558,50,21.8553,7,3,68
RODI DAYCARE CENTER,"RODICARE, LLC",3560,NETHERLAND AVENUE,BRONX,10463,"3560 NETHERLAND AVENUE,BRONX 10463",OK,3560 NETHERLAND AVENUE,BRONX,10463,208,BX1,40.886431,-73.910584,2057940493,718-601-0406,32037,2/5/2025,Permitted,2 YEARS - 5 YEARS,19,DC20633,PRESCHOOL,GDC,Child Care - Pre School,2084156,www.rodidaycare.com,2/5/2013,Y,0,21.905,2,11.9769,0,6.1285,0,18.9541,5,1,17
ROGERS' DAY CARE,ROGERS' DAY CARE INC.,775,ROGERS AVENUE,BROOKLYN,11226,"775 ROGERS AVENUE,BROOKLYN 11226",OK,775 ROGERS AVENUE,BROOKLYN,11226,317,BK3,40.652038,-73.952606,3050880006,718-703-4312,6842,11/12/2024,Permitted,2 YEARS - 5 YEARS,51,DC10568,PRESCHOOL,GDC,Child Care - Pre School,3116809,,11/12/2004,N,16.6667,21.905,16,11.9769,0,6.1285,16.6667,18.9541,5,1,17
Roman Catholic Church of  St. John Chrysostom,Roman Catholic Church of  St. John Chrysostom,1144,HOE AVENUE,BRONX,10459,"1144 HOE AVENUE,BRONX 10459",OK,1144 HOE AVENUE,BRONX,10459,203,BX1,40.827328,-73.890888,2027520009,718-328-7226,,4/20/2116,Active,3 YEARS - 5 YEARS,0,DC284,PRESCHOOL,SBCC,School Based Child Care,2086634,www.archny.org/education,,,100,45.1817,9,8.0094,50,23.3017,100,35.2291,8,4,136
ROMAN CATHOLIC CHURCH OF THE HOLY CHILD OF NEW YORK,ROMAN CATHOLIC CHURCH OF THE HOLY CHILD OF NEW YORK,4747,AMBOY ROAD,STATEN ISLAND,10312,"4747 AMBOY ROAD,STATEN ISLAND 10312",OK,4747 AMBOY ROAD,STATEN IS,10312,503,SI1,40.539731,-74.170374,5062050090,718-356-5159,8190,7/1/2024,Permitted,2 YEARS - 5 YEARS,165,DC19175,PRESCHOOL,GDC,Child Care - Pre School,5079880,holychildsi.com,7/1/2010,Y,25,21.905,25,11.9769,0,6.1285,25,18.9541,5,1,17
ROOSEVELT CORNERSTONE,Grand Street Settlement,400,HART ST,BROOKLYN,11206,"400 HART ST,BROOKLYN 11206",OK,400 HART STREET,BROOKLYN,11206,303,BK1,40.694788,-73.934645,3015950024,718-919-5623,103756,9/15/2022,Expired-In Renewal,0 YEARS - 16 YEARS,215,DC34463,ALL AGE CAMP,Camp,Camp,3341752,,8/4/2016,Y,0,26.8868,0,1,0,14.2558,0,21.8553,7,3,68
ROOSEVELT ISLAND DAY NURSERY,ROOSEVELT ISLAND DAY NURSERY,405,MAIN STREET,MANHATTAN,10044,"405 MAIN STREET,MANHATTAN 10044",OK,405 MAIN STREET,MANHATTAN,10044,108,QN1,40.757748,-73.953581,1013737504,212-935-3747,8325,9/24/2022,Expired-In Renewal,2 YEARS - 5 YEARS,15,DC19143,PRESCHOOL,GDC,Child Care - Pre School,1087314,www.ridn.org,9/24/2010,Y,0,21.905,8,11.9769,0,6.1285,0,18.9541,5,1,17
"ROOSEVELT ISLAND DAY NURSERY, INC.","ROOSEVELT ISLAND DAY NURSERY, INC.",4,RIVER ROAD,MANHATTAN,10044,"4 RIVER ROAD,MANHATTAN 10044",OK,4 RIVER ROAD,MANHATTAN,10044,108,QN1,40.764481,-73.9474,1013730001,212-593-0750,5597,9/19/2023,Permitted,2 YEARS - 5 YEARS,80,DC2612,PRESCHOOL,GDC,Child Care - Pre School,1083204,www.ridn.org,8/20/2003,N,40,21.905,13,11.9769,0,6.1285,40,18.9541,5,1,17
