address
"108-17 159TH STREET,QUEENS 11433"
"295 COLUMBIA ST,BROOKLYN 11231"
"300 WEST 145TH STREET,MANHATTAN 10039"
"300 WEST 145TH STREET,MANHATTAN 10039"
"83-06 ABINGDON ROAD,QUEENS 11415"
"90-01 Rockaway Beach Boulevard,QUEENS 11693"
"671-675 PROSPECT PLACE,BROOKLYN 11216"
"1026 5 AVENUE,MANHATTAN 10028"
"720 57TH  STREET,BROOKLYN 11220"
"1401 AVENUE I,BROOKLYN 11230"
"186-01 73 AVENUE,QUEENS 11366"
"1529 WILLIAMSBRIDGE ROAD,BRONX 10461"
"495 EAST 158TH STREET,BRONX 10451"
"1501 Lexington  Avenue,MANHATTAN 10029"
"3200 JEROME AVENUE,BRONX 10468"
"117-04 GUY BREWER BLVD,QUEENS 11434"
"202 RIVERSIDE DRIVE,MANHATTAN 10025"
"147 WEST 70TH STREET,MANHATTAN 10023"
"3425 EAST TREMONT AVENUE,BRONX 10465"
"888 MAIN STREET,MANHATTAN 10044"
"245 SIMONSON AVENUE,STATEN ISLAND 10303"
"1307 GREENE AVENUE,BROOKLYN 11237"
"606 COLUMBUS AVENUE,MANHATTAN 10024"
"317 ALBANY AVE,BROOKLYN 11213"
"224 WEST 152 STREET,MANHATTAN 10039"
"112-08 37 AVENUE,QUEENS 11368"
"7104 13 AVENUE,BROOKLYN 11228"
"31-05 51 STREET,QUEENS 11377"
"112 EAST 75 STREET,MANHATTAN 10021"
"112-33 QUEENS BOULEVARD,QUEENS 11375"
"36-06 PRINCE STREET,QUEENS 11354"
"33-27 97TH  STREET,QUEENS 11368"
"4 EAST 98 STREET,MANHATTAN 10029"
"591 3rd avenue,BROOKLYN 11215"
"4440 TIBBETT AVENUE,BRONX 10471"
"800 POLY PLACE,BROOKLYN 11209"
"125 GREAVES LANE,STATEN ISLAND 10308"
"407 EAST 53 STREET,BROOKLYN 11203"
"236 KANE STREET,BROOKLYN 11231"
"1015 CHURCH AVENUE,BROOKLYN 11218"
"2075 ANTHONY AVENUE,BRONX 10457"
"8902 RIDGE BLVD,BROOKLYN 11209"
"45-45 CENTER BLVD,QUEENS 11109"
"2315 SURF AVENUE,BROOKLYN 11224"
"29-21 NEWTOWN AVENUE,QUEENS 11102"
"850 HYLAN BOULEVARD,STATEN ISLAND 10305"
"25-38 80 STREET,QUEENS 11370"
"4718 Farragut Road,BROOKLYN 11203"
"28 GRAMERCY PARK SOUTH,MANHATTAN 10003"
"190 S 1ST ST,BROOKLYN 11211"
"1377 42 STREET,BROOKLYN 11219"
"900 East  233  Street,BRONX 10466"
"3703 10 AVENUE,MANHATTAN 10034"
"2520 CHURCH AVENUE,BROOKLYN 11226"
"5 EAST 62 STREET,MANHATTAN 10065"
"77-40 VLEIGH PLACE,QUEENS 11367"
"300 VERNON AVENUE,BROOKLYN 11206"
"60-62 EAST 97TH STREET,MANHATTAN 10029"
"228 BUSHWICK AVENUE,BROOKLYN 11206"
"47-28 11 STREET,QUEENS 11101"
"2810 NOSTRAND AVENUE,BROOKLYN 11229"
"177-30 WEXFORD TERRACE,QUEENS 11432"
"137-01 228 STREET,QUEENS 11413"
"668 LOGAN STREET,BROOKLYN 11208"
"345 west 42nd street,MANHATTAN 10036"
"20 PINE STREET,MANHATTAN 10005"
"302-306 EAST 111TH STREET,MANHATTAN 10029"
"38 LAFAYETTE AVENUE,BROOKLYN 11217"
"8000 UTOPIA PKWY,QUEENS 11432"
"44 EAST    2 STREET,MANHATTAN 10003"
"8616 21ST AVE,BROOKLYN 11214"
"9419 5th Avenue,BROOKLYN 11209"
"145 ROSS AVENUE,STATEN ISLAND 10306"
"104 WEST END AVENUE,BROOKLYN 11235"
"153 OCEAN AVENUE,BROOKLYN 11225"
"812 MYRTLE AVENUE,BROOKLYN 11206"
"1 PARK AVENUE,MANHATTAN 10016"
"1251 Prospect Place,BROOKLYN 11213"
"414-420 80 STREET,BROOKLYN 11209"
"319 5TH AVENUE,MANHATTAN 10016"
"107-01 CROSS BAY BLVD.,QUEENS 11417"
"45 TWOMBLY AVENUE,STATEN ISLAND 10306"
"130-20 MERRICK BOULEVARD,QUEENS 11434"
"3462 EAST TREMONT AVENUE,BRONX 10465"
"116-25 Guy R. Brewer Boulevard,QUEENS 11434"
"180 RIVERSIDE BLVD,MANHATTAN 10069"
"538 WEST   55 STREET,MANHATTAN 10019"
"65-30 KISSENA BOULEVARD,QUEENS 11367"
"266 EAST 163 STREET,BRONX 10451"
"253 SOUTH STREET,MANHATTAN 10002"
"7616 13TH AVENUE,BROOKLYN 11228"
"80 WEST END AVENUE,MANHATTAN 10023"
"4404 NEW UTRECHT AVENUE,BROOKLYN 11219"
"345 E 94TH ST,MANHATTAN 10128"
"405 MAIN STREET,MANHATTAN 10044"
"345 91st Street,BROOKLYN 11209"
"5023 10th  Avenue,BROOKLYN 11219"
"17 HINSDALE STREET,BROOKLYN 11207"
"241 PROSPECT PARK WEST,BROOKLYN 11215"
"144 BLOOMINGDALE ROAD,STATEN ISLAND 10309"
"475 WEST 250 STREET,BRONX 10471"
"210 WEST 233 STREET,BRONX 10463"
"810 Flushing Avenue,BROOKLYN 11206"
"1334 LOUIS NINE BOULEVARD,BRONX 10459"
"20 SUTTER AVENUE,BROOKLYN 11212"
"601 WEST 114TH STREET,MANHATTAN 10025"
"218-19 105 AVENUE,QUEENS 11429"
"3240 BROADWAY,MANHATTAN 10027"
"859 60 STREET,BROOKLYN 11220"
"20 St. John's  Road,QUEENS 11385"
"48-06 212 STREET,QUEENS 11364"
"43-42 47 STREET,QUEENS 11104"
"1274 SECOND AVENUE,MANHATTAN 10065"
"1346 PRESIDENT STREET,BROOKLYN 11213"
"619 Hancock Street,BROOKLYN 11233"
"167-72 CLINTONVILLE ST,QUEENS 11357"
"76-16 PARSONS BOULEVARD,QUEENS 11366"
"455-89 49 AVENUE,QUEENS 11101"
"122 WEST 69TH STREET,MANHATTAN 10023"
"104-06 101 AVENUE,QUEENS 11416"
"570 GRAND STREET,MANHATTAN 10002"
"5110 18 AVENUE,BROOKLYN 11204"
"45 E 75TH ST,MANHATTAN 10021"
"62-22 61 STREET,QUEENS 11385"
"609 EAST 156TH STREET,BRONX 10455"
"401 E 55TH ST,MANHATTAN 10022"
"190 EXETER STREET,BROOKLYN 11235"
"35 EAST 69 STREET,MANHATTAN 10021"
"2169 GRAND CONCOURSE,BRONX 10453"
"73 HORATIO STREET,MANHATTAN 10014"
"776 FAIRVIEW AVE.,QUEENS 11385"
"33 SOMERS STREET,BROOKLYN 11233"
"1150 CARROLL STREET,BROOKLYN 11225"
"4616 4TH AVENUE,BROOKLYN 11220"
"2050 2 AVENUE,MANHATTAN 10029"
"787A WASHINGTON AVENUE,BROOKLYN 11238"
"310 BEACH 20 STREET,QUEENS 11691"
"2249 EAST 21ST STREET,BROOKLYN 11229"
"2505 PITKIN AVENUE,BROOKLYN 11208"
"490 EAST  143 STREET,BRONX 10454"
"1250 ST. JOHN'S PLACE,BROOKLYN 11213"
"280 RIVINGTON STREET,MANHATTAN 10002"
"1332 FULTON AVENUE,BRONX 10456"
"84-60 PARSONS BLVD.,QUEENS 11432"
"6 BARCLAY STREET,MANHATTAN 10007"
"347 EAST 55TH STREET,MANHATTAN 10022"
"1592 E NEW YORK AVE,BROOKLYN 11212"
"113-15 76 ROAD,QUEENS 11375"
"2401 BRONXWOOD AVENUE,BRONX 10469"
"972 FULTON STREET,BROOKLYN 11238"
"1523 58TH STREET,BROOKLYN 11219"
"130 EAST   82 STREET,MANHATTAN 10028"
"86 FOURTH  AVENUE,MANHATTAN 10003"
"2723 CHURCH AVENUE,BROOKLYN 11226"
"131 West 86th Street,MANHATTAN 10024"
"3220 ARLINGTON AVENUE,BRONX 10463"
"25-50 Crescent Street,QUEENS 11102"
"316 East 91 Street,MANHATTAN 10128"
"365 Bridge Street,BROOKLYN 11201"
"33 CENTRAL PARK WEST,MANHATTAN 10023"
"12 EAST   13 STREET,MANHATTAN 10003"
"90-04 175 STREET,QUEENS 11432"
"600 FIFTH AVENUE,MANHATTAN 10020"
"196-25 42ND AVENUE,QUEENS 11358"
"224 E 47TH ST,MANHATTAN 10017"
"467 Vanderbilt  Avenue,BROOKLYN 11238"
"90 BOULDER STREET,STATEN ISLAND 10312"
"25 Pine Street,MANHATTAN 10005"
"185 BEACH 99 STREET,QUEENS 11694"
"221 KINGSTON AVENUE,BROOKLYN 11213"
"200 ALEXANDER AVENUE,BRONX 10454"
"321 ROEBLING STREET,BROOKLYN 11211"
"265 LOTT AVENUE,BROOKLYN 11212"
"1181 BOSTON ROAD,BRONX 10456"
"272 MOFFAT STREET,BROOKLYN 11207"
"180 MOTT STREET,MANHATTAN 10012"
"347 91st,BROOKLYN "
"917 E 82TH ST,BROOKLYN 11236"
"1366 42 STREET,BROOKLYN 11219"
"4511 14TH AVE,BROOKLYN 11219"
"636-640 BEDFORD AVENUE,BROOKLYN 11249"
"77-40 VLEIGH PLACE,QUEENS 11367"
"715 EAST 105TH STREET,BROOKLYN 11236"
"644 Greenwich Street,MANHATTAN 10014"
"5945 STRICKLAND AVENUE,BROOKLYN 11234"
"6363 AVENUE U,BROOKLYN 11234"
"201-04A LINDEN BOULEVARD,QUEENS 11412"
"220-28 MERRICK BLVD,QUEENS 11413"
"525 WEST   52 STREET,MANHATTAN 10019"
"580 GATES AVENUE,BROOKLYN 11221"
"653 HICKS STREET,BROOKLYN 11231"
"220 HENDRIX STREET,BROOKLYN 11207"
"129 EAST 90 STREET,MANHATTAN 10128"
"274 GARFIELD PLACE,BROOKLYN 11215"
"667 EASTERN PARKWAY,BROOKLYN 11213"
"211 AINSLIE STREET,BROOKLYN 11211"
"452 WEST 260TH STREET,BRONX 10471"
"725 Leonard Street,BROOKLYN 11222"
"4917 14TH AVENUE,BROOKLYN 11219"
"25 West 132 Street,MANHATTAN 10037"
"182-184 HENRY STREET,BROOKLYN 11201"
"1656 3RD AVENUE,MANHATTAN 10128"
"1520 86TH  STREET,BROOKLYN 11228"
"671 LOUISIANA AVENUE,BROOKLYN 11239"
"100-03 39  Avenue,QUEENS 11368"
"40 WALL STREET,MANHATTAN 10005"
"351 SAND LANE,STATEN ISLAND 10305"
"85 Rutledge Street,BROOKLYN 11249"
"55 JOHNSON ST.,BROOKLYN 11201"
"577 GRAND STREET,MANHATTAN 10002"
"1608 FIRST AVENUE,MANHATTAN 10028"
"5902 6TH AVENUE,BROOKLYN 11220"
"5475 AMBOY  ROAD,STATEN ISLAND 10312"
"450 KENT   AVENUE,BROOKLYN 11249"
"408 EAST 82 STREET,MANHATTAN 10028"
"3130 ROCHAMBEAU AVENUE,BRONX 10467"
"1457 WEST  5  STREET,BROOKLYN 11204"
"3915 14th Avenue,BROOKLYN 11218"
"69-02 64 STREET,QUEENS 11385"
"5411 FORT HAMILTON PARKWAY,BROOKLYN 11219"
"215 EAST 106 STREET,MANHATTAN 10029"
"1967 Bedford  Avenue,BROOKLYN 11225"
"78-31 PARSONS BLVD,QUEENS 11366"
"7100 RIDGE BLVD.,BROOKLYN 11209"
"81-15 QUEENS BLVD,QUEENS 11373"
"802 UNION ST,BROOKLYN 11215"
"830 MACE AVENUE,BRONX 10467"
"2901 CAMPUS ROAD,BROOKLYN 11210"
"11 5TH AVE,MANHATTAN 10003"
"462 FIRST AVENUE,MANHATTAN 10016"
"899 EAST 180 STREET,BRONX 10460"
"701 CARROLL ST,BROOKLYN 11215"
"3415 NEPTUNE AVENUE,BROOKLYN 11224"
"3212 CHURCH AVENUE,BROOKLYN 11226"
"2500 CRESTON AVENUE,BRONX 10468"
"30 WEST END AVENUE,MANHATTAN 10023"
"50 EAST 87 STREET,MANHATTAN 10128"
"50-13 5 STREET,QUEENS 11101"
"815 54TH ST,BROOKLYN 11220"
"15 DUTCH STREET,MANHATTAN 10038"
"1078 FULTON STREET,BROOKLYN 11238"
"428 7TH AVENUE,BROOKLYN 11215"
"721 LINCOLN PLACE,BROOKLYN 11216"
"2964 WEST 23 STREET,BROOKLYN 11224"
"136 STANHOPE STREET,BROOKLYN 11221"
"90 LASALLE STREET,MANHATTAN 10027"
"1327 38TH ST,BROOKLYN 11218"
"90 PARK AVENUE,MANHATTAN 10016"
"1531 63 STREET,BROOKLYN 11219"
"61-21 71 STREET,QUEENS 11379"
"1505 CARROLL STREET,BROOKLYN 11213"
"334 MILFORD STREET,BROOKLYN 11208"
"70 PROSPECT PARK WEST,BROOKLYN 11215"
"4404 NEW UTRECHT AVENUE,BROOKLYN 11219"
"301 HENRY STREET,MANHATTAN 10002"
"375 SAND LANE,STATEN ISLAND 10305"
"47-09 5 STREET,QUEENS 11101"
"860 11TH AVENUE,MANHATTAN 10019"
"193-25 JAMAICA AVENUE,QUEENS 11423"
"280 LIVONIA AVENUE,BROOKLYN 11212"
"178 Division Avenue,BROOKLYN 11211"
"250 EAST 61 STREET,MANHATTAN 10065"
"41-26 CASE STREET,QUEENS 11373"
"20 PARK HILL CIRCLE,STATEN ISLAND 10304"
"2186 MILL AVENUE,BROOKLYN 11234"
"4502 14 AVENUE,BROOKLYN 11219"
"1717 49TH STREET,BROOKLYN 11204"
"971 Rossville Ave,STATEN ISLAND 10309"
"11 NEW LOTS AVE,BROOKLYN 11212"
"32-23 Queens Boulevard,QUEENS 11101"
"715 EAST 105TH STREET,BROOKLYN 11236"
"5202 13 AVENUE,BROOKLYN 11219"
"116 DOOLEY STREET,BROOKLYN 11235"
"49 BROADWAY,BROOKLYN 11249"
"98-02 62 DRIVE,QUEENS 11374"
"2082 UTICA  AVENUE,BROOKLYN 11234"
"1810 DAVIDSON AVENUE,BRONX 10453"
"21 West End Ave,MANHATTAN 10023"
"2450 FDR Drive,MANHATTAN 10010"
"280 RIVERDALE AVENUE,BROOKLYN 11212"
"318A WARREN STREET,BROOKLYN 11201"
"114 EAST 118 STREET,MANHATTAN 10035"
"1981 HOMECREST AVENUE,BROOKLYN 11229"
"3901 14 AVENUE,BROOKLYN 11218"
"2697 Broadway,MANHATTAN 10025"
"1201 AVENUE K,BROOKLYN 11230"
"1571 55TH Street,BROOKLYN 11219"
"204-28 ROCKAWAY POINT BOULEVARD,QUEENS 11697"
"2 South End Avenue,MANHATTAN 10280"
"554 RICHMOND ROAD,STATEN ISLAND 10304"
"195 STATE STREET,BROOKLYN 11201"
"175-44 MAYFIELD ROAD,QUEENS 11432"
"141 EAST 40TH STREET,BROOKLYN 11203"
"154-02 41ST AVENUE,QUEENS 11354"
"438 GROVE STREET,BROOKLYN 11237"
"808 Columbus Avenue,MANHATTAN 10025"
"1637 45TH STREET,BROOKLYN 11204"
"238-10 HILLSIDE AVENUE,QUEENS "
"193 10TH AVENUE,MANHATTAN 10011"
"237 EAST 104 STREET,MANHATTAN 10029"
"24-20 PARSONS  BOULEVARD,QUEENS 11357"
"2989 NOSTRAND AVENUE,BROOKLYN 11229"
"446 6TH AVENUE,BROOKLYN 11215"
"5801 15 AVENUE,BROOKLYN 11219"
"2980 W 29TH ST,BROOKLYN 11224"
"2249 EAST 21ST STREET,BROOKLYN 11229"
"123 EAST   55 STREET,MANHATTAN 10022"
"15 WEST 86 STREET,MANHATTAN 10024"
"19-79 38 Street,QUEENS 11105"
"455-459 WILSON AVENUE,BROOKLYN 11221"
"1573 Madison Avenue,MANHATTAN 10029"
"240-08 240-08 135 Ave.,QUEENS "
"934 EAST GUN HILL ROAD,BRONX 10469"
"812 54TH STREET,BROOKLYN 11220"
"116-66 PARK LANE SOUTH,QUEENS 11418"
"247 86TH STREET,BROOKLYN 11209"
"89-25 PARSONS BLVD.,QUEENS 11432"
"4500 9 AVENUE,BROOKLYN 11220"
"1080 UTICA AVENUE,BROOKLYN 11203"
"1207 QUENTIN RD,BROOKLYN 11229"
"3901 Fieldston Road,BRONX 10471"
"1720 AVENUE P,BROOKLYN 11229"
"31 DIVISION AVENUE,BROOKLYN 11249"
"898 Saint Nicholas Ave,MANHATTAN 10032"
"3096 BRIGHTON 6TH STREET,BROOKLYN 11235"
"6101 16TH   AVENUE,BROOKLYN 11204"
"5202 13 AVENUE,BROOKLYN 11219"
"134-02 ROCKAWAY BOULEVARD,QUEENS 11420"
"795 COLUMBUS AVENUE,MANHATTAN 10025"
"455-94 48 AVENUE,QUEENS 11101"
"1456 FIRST AVENUE,MANHATTAN 10021"
"1915 ORIENTAL BOULEVARD,BROOKLYN 11235"
"813 STERLING PLACE,BROOKLYN 11216"
"1200 OCEAN PARKWAY,BROOKLYN 11230"
"1815 85TH STREET,BROOKLYN 11214"
"510-522 QUINCY STREET,BROOKLYN 11221"
"2707 Hylan  Boulevard,STATEN ISLAND 10306"
"1466 MANOR ROAD,STATEN ISLAND 10314"
"610-14 WEST 175 STREET,MANHATTAN 10033"
"90 PARK AVENUE,MANHATTAN 10016"
"103 West  96 Street,MANHATTAN 10025"
"309 GRAND AVE,BROOKLYN 11238"
"323 EAST 47TH STREET,MANHATTAN 10017"
"1926 LONGFELLOW AVENUE,BRONX 10460"
"23 INDIA STREET,BROOKLYN 11222"
"32-04 31ST AVENUE,QUEENS 11106"
"720 WYTHE AVENUE,BROOKLYN 11249"
"600 6 AVENUE,MANHATTAN 10011"
"94-12 160 STREET,QUEENS 11433"
"1925 BATHGATE AVENUE,BRONX 10457"
"425 ROGERS AVE,BROOKLYN 11225"
"3555 VICTORY BOULEVARD,STATEN ISLAND 10314"
"1435 PROSPECT PLACE,BROOKLYN 11213"
"20090 Borden  Avenue,QUEENS 11101"
"351 East 74th street,MANHATTAN 10021"
"1012 BAY RIDGE AVE,BROOKLYN 11219"
"26 FEDERAL PLAZA,MANHATTAN 10278"
"2322 THIRD AVE,MANHATTAN 10035"
"1500 ARNOW AVENUE,BRONX 10469"
"83-10 188 STREET,QUEENS 11423"
"1200 OCEAN PARKWAY,BROOKLYN 11230"
"3425 EAST TREMONT AVENUE,BRONX 10465"
"186 ROSS STREET,BROOKLYN 11211"
"5401 POST ROAD,BRONX 10471"
"18 WEST 89TH STREET,MANHATTAN 10024"
"32-23 QUEENS BOULEVARD,QUEENS 11101"
"420 LEFFERTS AVENUE,BROOKLYN 11225"
"410 WEST 40TH STREET,MANHATTAN 10018"
"851 LIBERTY AVENUE,BROOKLYN 11208"
"23 INDIA STREET,BROOKLYN 11222"
"1564 St. Peters Ave,BRONX 10461"
"4812 9 Avenue,BROOKLYN 11220"
"595 CLINTON STREET,BROOKLYN 11231"
"83-10 188th   Street,QUEENS 11423"
"381 SEAVER AVENUE,STATEN ISLAND 10305"
"987 COLUMBUS AVENUE,MANHATTAN 10025"
"151 LINDENWOOD ROAD,STATEN ISLAND 10308"
"4701 AVENUE J,BROOKLYN 11234"
"138-31 58  Road,QUEENS 11355"
"137-11 90 AVENUE,QUEENS 11435"
"60-62 EAST 97 STREET,MANHATTAN 10029"
"33-25 PARSONS BLVD.,QUEENS 11354"
"259 ROSE AVENUE,STATEN ISLAND 10306"
"170 AMSTERDAM AVENUE,MANHATTAN 10023"
"8801 GLENWOOD ROAD,BROOKLYN 11236"
"119-07 Merrick Boulevard,QUEENS 11434"
"461 SWINTON AVENUE,BRONX 10465"
"222 OCEAN PARKWAY,BROOKLYN 11218"
"590 BEDFORD AVENUE,BROOKLYN 11249"
"1224 PROSPECT AVENUE,BROOKLYN 11218"
"423 EAST 23 STREET,MANHATTAN 10010"
"2713 CHURCH AVENUE,BROOKLYN 11226"
"268 EAST 207 STREET,BRONX 10467"
"167-171 CLERMONT AVENUE,BROOKLYN 11205"
"127 WEST  127 STREET,MANHATTAN 10027"
"70-25 KESSEL STREET,QUEENS 11375"
"3560 NETHERLAND AVENUE,BRONX 10463"
"40 WORTH STREET,MANHATTAN 10013"
"104 EAST 19 STREET,MANHATTAN 10003"
"1688 PRESIDENT STREET,BROOKLYN 11213"
"3005 GLENWOOD ROAD,BROOKLYN 11210"
"419 EAST 13 STREET,MANHATTAN 10009"
"127 East 46th Street,MANHATTAN 10017"
"4107 16 AVENUE,BROOKLYN 11204"
"75 West End Ave,MANHATTAN 10023"
"6409 20TH AVENUE,BROOKLYN 11204"
"137-25 BROOKVILLE BLVD.,QUEENS 11422"
"1247 38 STREET,BROOKLYN 11218"
"1326 EAST 10TH STREET,BROOKLYN 11230"
"243 SOUTH 2ND STREET,BROOKLYN 11211"
"506 WASHINGTON AVE,BROOKLYN 11238"
"441 MANHATTAN AVE.,MANHATTAN 10026"
"40 MERRILL AVENUE,STATEN ISLAND 10314"
"129 HUDSON STREET,MANHATTAN 10013"
"143 WAVERLY AVENUE,BROOKLYN 11205"
"1054 43 STREET,BROOKLYN 11219"
"237 Duffield Street,BROOKLYN 11201"
"10 GREGG PLACE,STATEN ISLAND 10301"
"400 West 63 Street,MANHATTAN 10069"
"2962 HARDING AVENUE,BRONX 10465"
"690 WESTCHESTER AVENUE,BRONX 10455"
"5801 15 AVENUE,BROOKLYN 11219"
"25-19 27 STREET,QUEENS 11102"
"125 GREAVES LANE,STATEN ISLAND 10308"
"480 STRATFORD ROAD,BROOKLYN 11218"
"619 Hancock Street,BROOKLYN 11233"
"41-31 58 STREET,QUEENS 11377"
"25-13 27 STREET,QUEENS 11102"
"452 WEST  260 STREET,BRONX 10471"
"85-25 61 ROAD,QUEENS 11374"
"1152 ELTON STREET,BROOKLYN 11208"
"330 Durant Avenue,STATEN ISLAND 10308"
"143-04 FARMERS BOULEVARD,QUEENS 11434"
"3495 NOSTRAND AVENUE,BROOKLYN 11229"
"1257-1263 38TH ST.,BROOKLYN 11218"
"12 CROWN STREET,BROOKLYN 11225"
"110 RIDGE STREET,MANHATTAN 10002"
"9 HANOVER PLACE,BROOKLYN 11201"
"5 QUINCY STREET,BROOKLYN 11238"
"2 NORTHSIDE PIERS,BROOKLYN 11249"
"77 WILSON AVENUE,BROOKLYN 11237"
"138 Hancock Street,BROOKLYN 11216"
"218-30 HEMPSTEAD AVENUE,QUEENS 11429"
"325 EAST  101 STREET,MANHATTAN 10029"
"108-10 Sutphin Blvd,QUEENS 11435"
"3416 AVENUE S,BROOKLYN 11234"
"3147 Bruckner Blvd,BRONX 10461"
"2066 85TH ST,BROOKLYN 11214"
"1019 CHURCH AVENUE,BROOKLYN 11218"
"1041 38TH ST,BROOKLYN 11219"
"72-38 MAIN STREET,QUEENS 11367"
"607 HENRY STREET,BROOKLYN 11231"
"232-26 EAST 47 STREET,MANHATTAN 10017"
"71-15 BEACH CHANNEL DRIVE,QUEENS 11692"
"251 WEST 100 STREET,MANHATTAN 10025"
"1456 FIRST AVENUE,MANHATTAN 10021"
"440 EAST 48TH STREET,BROOKLYN 11203"
"1 JAMAICA CENTER PLAZA,QUEENS 11432"
"478 EAST 95TH STREET,BROOKLYN 11212"
"266 A FLATBUSH AVENUE,BROOKLYN 11217"
"506 WASHINGTON AVENUE,BROOKLYN 11238"
"33-25 PARSONS BLVD.,QUEENS 11354"
"3030 Broadway,MANHATTAN 10027"
"127 EAST 90TH STREET,MANHATTAN 10128"
"771 CROWN STREET,BROOKLYN 11213"
"4110 5 AVENUE,BROOKLYN 11232"
"556 5TH AVENUE,BROOKLYN 11215"
"21-25 21 AVENUE,QUEENS 11105"
"4 TIMES SQUARE,MANHATTAN 10036"
"2602 EAST 19 STREET,BROOKLYN 11235"
"72-01 43 AVENUE,QUEENS 11377"
"575 LEXINGTON AVENUE,MANHATTAN 10022"
"926 BEDFORD AVENUE,BROOKLYN 11205"
"322 44TH STREET,BROOKLYN 11220"
"25-42 49 STREET,QUEENS 11103"
"136-16 31 ROAD,QUEENS 11354"
"860 11TH AVENUE,MANHATTAN 10019"
"102 FENIMORE STREET,BROOKLYN 11225"
"6120 BAY PARKWAY,BROOKLYN 11204"
"1436 67TH STREET,BROOKLYN 11219"
"2900 BEDFORD AVENUE,BROOKLYN 11210"
"1125 GRAND CONCOURSE,BRONX 10452"
"59-25 KISSENA BLVD.,QUEENS 11355"
"253 West 72ND ST,MANHATTAN 10023"
"1395 OCEAN AVENUE,BROOKLYN 11230"
"762 59 STREET,BROOKLYN 11220"
"2708 BRIGGS AVENUE,BRONX 10458"
"1313 UNION STREET,BROOKLYN 11225"
"34 NORTH    7 STREET,BROOKLYN 11249"
"111 WASHINGTON PLACE,MANHATTAN 10014"
"315 VANDERBILT AVENUE,BROOKLYN 11205"
"36 FORD STREET,BROOKLYN 11213"
"639 4TH AVENUE,BROOKLYN 11232"
"780 8 AVENUE,MANHATTAN 10036"
"198-18 32 ROAD,QUEENS 11358"
"1151 BUSHWICK AVENUE,BROOKLYN 11221"
"3915 14th Avenue,BROOKLYN 11218"
"2611 AVENUE Z,BROOKLYN 11235"
"507 West 28 Street,MANHATTAN 10001"
"1054 INTERVALE AVENUE,BRONX 10459"
"1112 WINTHROP STREET,BROOKLYN 11212"
"1742 EAST 18 STREET,BROOKLYN 11229"
"228 AVENUE U,BROOKLYN 11223"
"410 6TH AVENUE,BROOKLYN 11215"
"125 5TH AVE,BROOKLYN 11217"
"52-17 83 STREET,QUEENS 11373"
"360 VAN DUZER ST,STATEN ISLAND 10304"
"250 UTICA AVENUE,BROOKLYN 11213"
"406-408 GROVE STREET,BROOKLYN 11237"
"3001 FORT HAMILTON PARKWAY,BROOKLYN 11218"
"128 EAST 36 STREET,MANHATTAN 10016"
"89 CATHERINE STREET,MANHATTAN 10038"
"871 50TH STREET,BROOKLYN 11220"
"241 NEW DORP LANE,STATEN ISLAND 10306"
"240 Meeker Ave,BROOKLYN 11211"
"345 West 42nd Street,MANHATTAN 10036"
"1951 PARK AVENUE,MANHATTAN 10037"
"3445 WHITE PLAINS RD.,BRONX 10467"
"101-09 WOODHAVEN BOULEVARD,QUEENS 11416"
"78 HOWARD AVENUE,STATEN ISLAND 10301"
"58 Belmont  Avenue,BROOKLYN 11212"
"175 KENT AVENUE,BROOKLYN 11249"
"1345 GRAND CONCOURSE,BRONX 10452"
"166 Lockman  Avenue,STATEN ISLAND 10303"
"225 EAST 51 STREET,MANHATTAN 10022"
"235 EAST   38 STREET,MANHATTAN 10016"
"145 ROSS AVENUE,STATEN ISLAND 10306"
"771 CROWN STREET,BROOKLYN 11213"
"2235 FREDERICK DOUGLAS BLVD.,MANHATTAN 10027"
"2114 BROWN STREET,BROOKLYN 11229"
"35-29 82nd Street,QUEENS 11372"
"412 KINGS HWY,BROOKLYN 11223"
"1460 56TH STREET,BROOKLYN 11219"
"84-60 PARSONS BOULEVARD,QUEENS 11432"
"148 WEST 90TH STREET,MANHATTAN 10024"
"9615 SPRINGFIELD BLVD,QUEENS 11429"
"1469 BROADWAY,BROOKLYN 11221"
"556 RICHMOND ROAD,STATEN ISLAND 10304"
"310 WEST 75TH STREET,MANHATTAN 10023"
"1181 EAST NEW YORK AVENUE,BROOKLYN 11212"
"1641 RICHMOND AVENUE,STATEN ISLAND 10314"
"2094 Frederick Douglas Boulevard,MANHATTAN 10026"
"409 EAST 60TH STREET,MANHATTAN 10022"
"1366 MADISON AVENUE,MANHATTAN 10128"
"212 WILLIAMSBURG STREET EAST,BROOKLYN 11211"
"74-15 175TH STREET,QUEENS 11366"
"4063 Edson  Avenue,BRONX 10466"
"7817-25 3 AVENUE,BROOKLYN 11209"
"31-10 THOMSON AVENUE,QUEENS 11101"
"206 5 AVENUE,MANHATTAN 10010"
"140 RIVERSIDE BOULEVARD,MANHATTAN 10069"
"1410 39 STREET,BROOKLYN 11218"
"2929 WEST 31ST STREET,BROOKLYN 11224"
"25-38 80TH STREET,QUEENS 11370"
"307 VICTORY BLVD.,STATEN ISLAND 10301"
"121 WEST   19 STREET,MANHATTAN 10011"
"2222 WALLACE AVENUE,BRONX 10467"
"1825 Atlantic Ave,BROOKLYN 11233"
"70-10 150 STREET,QUEENS 11367"
"1538 2 AVENUE,MANHATTAN 10028"
"45-50 195 STREET,QUEENS 11358"
